S.No.,Name,Mar Cap - Crore,Sales Qtr - Crore,Mar Cap Growth Rate,Sales Qtr Growth Rate,Profit Margin,Return on Investment (ROI),Market Share
455,Rane Holdings,3711.8,593.74,-0.12538813817449812,-86.46854381986621,-525.1557920975512,-84.00398728379763,0.033971185335524866
456,Team Lease Serv.,3677.34,918.06,-0.9283905382833191,54.623235759760156,-300.55551924710807,-75.03467180081255,0.05252734599173369
457,Oriental Bank,3674.6,4262.08,-0.07451037978539743,364.24852406160824,13.783880171184023,15.987590486039297,0.24385742849535796
458,I T D C,3619.04,102.14,-1.512001306264621,-97.6035175313462,-3443.215194830625,-97.17770458464123,0.005844000522401236
459,JP Power Ven.,3597.6,,-0.5924222998364259,0.0,,,
460,S C I,3582.0,879.56,-0.433622414943291,761.1317799099276,-307.24907908499705,-75.44500279173646,0.05032454571649923
461,JK Tyre & Indust,3577.98,2123.24,-0.11222780569514201,141.3979717131293,-68.51509956481605,-40.658136714011825,0.1214824326334756
462,Deepak Nitrite,3531.9,371.14,-1.287877517481928,-82.52011077409995,-851.6355014280327,-89.49177496531611,0.021234994653260182
463,Heidelberg Cem.,3531.77,491.23,-0.003680738412759066,32.35706202511184,-618.9646397817722,-86.09111012325265,0.028106015044244752
464,Amber Enterp.,3529.87,,-0.05379738771211784,0.0,,,
465,Sharda Cropchem,3528.07,325.46,-0.05099337935957626,-33.745903141094814,-984.0256867203344,-90.77512634386505,0.018621386430592385
466,Dixon Technolog.,3526.8,677.8,-0.03599701819975154,108.25907945676887,-420.33048096783716,-80.78144493591924,0.03878072796243937
467,Himatsing. Seide,3511.08,595.61,-0.4457298400816656,-12.125995868987893,-489.4931246956901,-83.03627373913439,0.034078178491750544
468,La Opala RG,3510.93,69.77,-0.0042721897535846765,-88.28595893285876,-4932.148487888778,-98.01277724135771,0.003991931823457355
469,H F C L,3482.71,714.42,-0.8037756377939687,923.9644546366634,-387.4877523025671,-79.48666412075653,0.040875962925532514
470,Reliance Home,3470.6,403.0,-0.34771772556428937,-43.59060496626634,-761.1910669975185,-88.38817495533914,0.02305788340050615
471,Rupa & Co,3460.91,277.96,-0.2792024433815543,-31.027295285359802,-1145.1108073104044,-91.96858629666764,0.015903645831277142
472,Hind.Construct.,3452.57,,-0.24097708406169982,0.0,,,
473,Ent.Network,3380.99,148.42,-2.0732381964739366,-46.60382788890488,-2177.9881417598704,-95.610161520738,0.008491938100007748
474,Supreme Petroch.,3377.57,725.02,-0.101153804063292,388.4921169653686,-365.8588728586798,-78.53427168052772,0.041482448196116545
475,MAS FINANC SER,3376.2,112.05,-0.04056170560492456,-84.54525392402968,-2913.119143239625,-96.68118002488004,0.006411007034805742
476,Thyrocare Tech.,3374.38,77.84,-0.05390675907824827,-30.531012940651493,-4235.020554984583,-97.69320586300297,0.004453661647383123
477,Prakash Inds.,3336.05,725.97,-1.1359123750140698,832.6438848920864,-359.53000812705756,-78.23863551205767,0.041536803008102856
478,Repco Home Fin,3331.08,277.48,-0.14897858245530582,-61.778034905023624,-1100.475709961078,-91.66996889897571,0.01587618234732617
479,Sonata Software,3329.58,766.75,-0.04503044057783123,176.32622170967272,-334.2458428431692,-76.97156998780626,0.04387005483210444
480,Central Dep. Ser,3316.31,47.24,-0.39854876591041144,-93.83893055102706,-6920.131244707874,-98.57552520723335,0.002702864545508463
481,Puravankara,3274.9,440.09,-1.2486769934053177,831.6045723962743,-644.1432434274808,-86.5617270756359,0.02518000969163462
482,Tejas Networks,3209.89,229.87,-1.9850987816421917,-47.767502101842794,-1296.3936137817027,-92.83869540700772,0.01315214803293883
483,ITD Cem,3192.67,472.98,-0.5364669817345735,105.7597772654109,-575.0116283986638,-85.18544039941492,0.027061830498192056
484,Hathway Cable,3189.1,138.65,-0.11181863455979046,-70.68586409573344,-2200.1081860800573,-95.6523784139726,0.007932941770422277
485,Dhanuka Agritech,3188.62,221.51,-0.015051268382926253,59.76199062387304,-1339.4925736987043,-93.05310761395211,0.012673825687459348
486,Mahindra Logis.,3187.51,835.06,-0.034811297677350694,276.98523768678615,-281.7102962661366,-73.80212140510932,0.047778451891877585
487,Heritage Foods,3185.45,581.74,-0.06462724822825505,-30.335544751275357,-447.5727988448448,-81.73758809587342,0.03328459823675049
488,Mah. Seamless,3164.73,563.66,-0.6504575491688702,-3.107917626431056,-461.46080970798005,-82.18931788809788,0.03225014034126376
489,Navneet Educat.,3148.36,174.41,-0.51726371602,-69.05758790760387,-1705.1487873401759,-94.4602904369259,0.00997897132476992
490,Firstsour.Solu.,3139.94,887.24,-0.2674408263349859,408.7093629952411,-253.89973400658218,-71.7434091097282,0.05076396145971483
491,Kaveri Seed Co.,3125.83,70.64,-0.44937164404416086,-92.03823091835355,-4325.0141562853905,-97.74012022406849,0.0040417093881184975
492,Star Ferro Cem.,3115.98,393.49,-0.31511630510936417,457.0356738391846,-691.8828941015018,-87.37187016604727,0.022513763124727457
493,Deepak Fert.,3079.06,1644.92,-1.1848599798458315,318.0334951332943,-87.18600296670962,-46.57720213311855,0.09411507087632898
494,Va Tech Wabag,3041.93,460.89,-1.2058875111235268,-71.98100819492741,-560.0121504046518,-84.8487637782592,0.02637009399617687
495,Prime Focus,3031.5,609.61,-0.34287442511825583,32.268003211178375,-397.28514952182536,-79.8908131288141,0.03487919677365398
496,Lak. Vilas Bank,3029.57,790.17,-0.06366485238330499,29.618936697232655,-283.40736803472674,-73.91808078374159,0.04521004398654577
497,NOCIL,3026.26,249.27,-0.10925642913020006,-68.45362390371692,-1114.049023147591,-91.76310032845822,0.01426213050929074
498,Orient Cement,3024.32,511.53,-0.0641055295975912,105.21121675291849,-491.2302308759995,-83.086115225902,0.029267491553004742
499,Natl.Fertilizer,3017.07,2840.75,-0.2397233097026774,455.3437726037574,-6.206811581448567,-5.84408051520184,0.16253519173694253
